Name,Address,Latitude,Longitude,Username,Email
Malpani Nursing Home,"Q668+W98, Raja Maidam Rd, Rajamaidam, New Colony, Jorhat, Dulia Gaon, Assam 785001, India",26.76229870,94.21596490,malpani-nursing-home,malpani-nursing-home@example.com
Sonjebone hospatil,"Q666+6PM, Assam Trunk Rd, Babupatty, Jorhat, Dulia Gaon, Assam 785001, India",26.76058130,94.21179080,sonjebone-hospatil,sonjebone-hospatil@example.com
"Jeevan Jyoti Institute of Medical Sciences - Best hospital in Silchar, Assam (Fast & Reliable)","Meherpur, Birbal Bazar, Silchar, Ambicapur Pt VI, Assam 788118, India",24.78801460,92.79334200,jeevan-jyoti-institute-of-medical-sciences-best-hospital-in-silchar-assam-fast-reliable,jeevan-jyoti-institute-of-medical-sciences-best-hospital-in-silchar-assam-fast-reliable@example.com
Gracewell Hospital,"Meherpur, Birbal Bazar, Silchar, Assam 788015, India",24.78284500,92.79592750,gracewell-hospital,gracewell-hospital@example.com
Civil Hospital,"Hospital Rd, Ambicapatty, Silchar, Kanakpur Part-II, Assam 788001, India",24.81820470,92.79872250,civil-hospital,civil-hospital@example.com
RJ MEDICITY A Multi-speciality Hospital,"QRR5+4GG, Kanakpur, Silchar, Assam 788015, India",24.79046050,92.80882500,rj-medicity-a-multi-speciality-hospital,rj-medicity-a-multi-speciality-hospital@example.com
Valley Hospital (Powered by Fiftyco Labs),"Valley Hospital and Research Centre, SMCH Road, Meherpur, Birbal Bazar, Silchar, Assam 788015, India",24.78429330,92.79582960,valley-hospital-powered-by-fiftyco-labs,valley-hospital-powered-by-fiftyco-labs@example.com
Apollo Clinic Silchar,"15, opposite UCO Bank, Meherpur, Birbal Bazar, Silchar, Assam 788015, India",24.78922490,92.79376680,apollo-clinic-silchar,apollo-clinic-silchar@example.com
Cachar Cancer Hospital and Research Centre,"Meherpur, Birbal Bazar, Silchar, Assam 788015, India",24.78902170,92.79807270,cachar-cancer-hospital-and-research-centre,cachar-cancer-hospital-and-research-centre@example.com
South City Hospital,"College, Meherpur Road, near Polytechnic Road, Meherpur, Birbal Bazar, Silchar, Assam 788118, India",24.78557600,92.79557320,south-city-hospital,south-city-hospital@example.com
Mediland Hospital and Research centre,"Nursing Home Road, adjacent to Itkhola Play Ground, Itkhola, Tarapur, Silchar, Assam 788002, India",24.83682820,92.80174630,mediland-hospital-and-research-centre,mediland-hospital-and-research-centre@example.com
Green Heals Hospital Pvt Ltd,"Near Silchar Polytechnic Beltala, Meherpur, Silchar, Assam 788015, India",24.78751960,92.79573990,green-heals-hospital-pvt-ltd,green-heals-hospital-pvt-ltd@example.com
Arogya Hospital In Silchar,"Meherpur Rd, opposite ASEB Substation, near Green Park, Durgapally, Birbal Bazar, Silchar, Assam 788015, India",24.78093060,92.79560110,arogya-hospital-in-silchar,arogya-hospital-in-silchar@example.com
Nightingale Hospital,"QQVV+549, Meherpur Rd, Meherpur, Birbal Bazar, Silchar, Assam 788012, India",24.79292400,92.79284500,nightingale-hospital1,nightingale-hospital1@example.com
MEDINOVA HOSPITAL,"Meherpur, Birbal Bazar, Silchar, Ambicapur Pt VI, Assam 788006, India",24.79219590,92.79131450,medinova-hospital,medinova-hospital@example.com
Mawsumi Hospital,"16, Itkhola Rd, Tarapur, Silchar, Assam 788001, India",24.83199280,92.80010790,mawsumi-hospital,mawsumi-hospital@example.com
R E HOSPITAL,"Near SMCH, Hailakandi Rd, Birbal Bazar, Silchar, Assam 788114, India",24.77863380,92.79342200,r-e-hospital,r-e-hospital@example.com
Lions Eye Hospital,"RQHV+J68, NH 53, Tarapur, Silchar, Assam 788003, India",24.82904270,92.79306430,lions-eye-hospital,lions-eye-hospital@example.com
Life Line Hospital,"NS Ave, Das Colony, Ambicapatty, Silchar, Kanakpur Part-II, Assam 788005, India",24.80782320,92.79531720,life-line-hospital,life-line-hospital@example.com
Vivekananda Speciality. Hospital & Research Centre,"RQ4V+7CV, Chittaranjan Avenue, National Highway Road, Silchar, Assam 788005, India",24.80572750,92.79354710,vivekananda-speciality-hospital-research-centre,vivekananda-speciality-hospital-research-centre@example.com
"City Health Care, Silchar","Opposite Capital Travels, Club Rd, near Life Insurance Corporation of India Office, Tarapur, Silchar, Assam 788001, India",24.83149040,92.80036700,city-health-care-silchar,city-health-care-silchar@example.com
"Narishikkha Hospital, Park Road","RQGW+6FQ, Park Rd, Tarapur, Silchar, Assam 788001, India",24.82558430,92.79624770,narishikkha-hospital-park-road,narishikkha-hospital-park-road@example.com
Silchar Medical College and Hospital,"Road, beside Indian Post, Ghungoor, Masimpur, Silchar, Uttar Krishnapur Pt III, Assam 788014, India",24.77580290,92.79500770,silchar-medical-college-and-hospital,silchar-medical-college-and-hospital@example.com
"ERC Eye Care Hospital, Silchar","RRH2+W4F, Nursing Home Road, near Elora, Tarapur, Silchar, Assam 788001, India",24.82981250,92.80031250,erc-eye-care-hospital-silchar,erc-eye-care-hospital-silchar@example.com
BLUE HILLS HOSPITAL AND RESEARCH CENTRE,"NH -27, Lathigram, Udarbond, Silchar, Assam 788030, India",24.88420570,92.85893050,blue-hills-hospital-and-research-centre,blue-hills-hospital-and-research-centre@example.com
Apollo Diagnostics Lab Silchar,"opposite tata surana motors, Kanakpur Part-II, Assam 788005, India",24.80290880,92.79325520,apollo-diagnostics-lab-silchar,apollo-diagnostics-lab-silchar@example.com
S N Orthopaedic Hospital.,"Naga Tilla Point, Sonai Rd, Kanakpur, Silchar, Assam 788006, India",24.79191860,92.80738520,s-n-orthopaedic-hospital,s-n-orthopaedic-hospital@example.com
Kay Cee Clinic & Nursing Home,"Ward No. 6, Tulapatty Road, Near, Janiganj Rd, Silchar, Assam 788001, India",24.82587200,92.80173420,kay-cee-clinic-nursing-home,kay-cee-clinic-nursing-home@example.com
Ellora Hospital,"silchar 788005, Silchar, Assam 788003, India",24.83327080,92.77890540,ellora-hospital,ellora-hospital@example.com
MEDIKARA HEALTHCARE,"ISKCON Mandir Road, Ambicapatty, Silchar, Assam 788004, India",24.81962730,92.79648490,medikara-healthcare,medikara-healthcare@example.com
GOODHEALTH CENTRE,"Itkhola Rd, Tarapur, Silchar, Assam 788001, India",24.83201690,92.80005460,goodhealth-centre,goodhealth-centre@example.com
Sunlit Hospital,"RQ8J+G4W, CR Ave, Tarapur, Silchar, Assam 788026, India",24.81635840,92.78032490,sunlit-hospital,sunlit-hospital@example.com
Red Cross Children's Hospital,"RQGW+J4W, Park Rd, Tarapur, Silchar, Assam 788007, India",24.82660880,92.79532300,red-cross-childrens-hospital,red-cross-childrens-hospital@example.com
SUDIPTA NURSING HOME,"RQ5V+9PC, Tarapur, Kanakpur Part-II, Assam 788005, India",24.80844410,92.79426630,sudipta-nursing-home,sudipta-nursing-home@example.com
The ENT Clinic Silchar,"Lochan Bairagi Rd, Kanakpur, Silchar, Kanakpur Part-II, Assam 788001, India",24.81630270,92.80070810,the-ent-clinic-silchar,the-ent-clinic-silchar@example.com
Quickobook,"Moulabi Rd, Ambicapatty, Silchar, Assam 788004, India",24.81814320,92.79497710,quickobook,quickobook@example.com
CITY METERNITY NURSING HOME,"Rangirkhari Point, opp. Indasand Bank of India, Ambicapatty, Silchar, Kanakpur Part-II, Assam 788005, India",24.81244970,92.79720380,city-meternity-nursing-home,city-meternity-nursing-home@example.com
Green View Health Care,"NS Ave, opposite ICICI Bank, Kanakpur, Silchar, Kanakpur Part-II, Assam 788005, India",24.80719100,92.79554700,green-view-health-care,green-view-health-care@example.com
Choudhury Eye Hospital And Research Centre,"Shyamaprasad Road, Shillong Patty, Nazirpatty, Ambicapatty, Silchar, Assam 788001, India",24.82346310,92.79767170,choudhury-eye-hospital-and-research-centre,choudhury-eye-hospital-and-research-centre@example.com
Apollo Diagnostics Ambicapatty Centre,"Ambicapatty, chowrangi, near SBI atm. Landmark-iskon mandir, Silchar, Assam 788004, India",24.81960870,92.79521580,apollo-diagnostics-ambicapatty-centre,apollo-diagnostics-ambicapatty-centre@example.com
Apollo Hospitals Information Centre,"Hailakandi Rd, near Apollo Diagnostics, Silchar, Kanakpur Part-II, Assam 788005, India",24.80297770,92.79337230,apollo-hospitals-information-centre,apollo-hospitals-information-centre@example.com
Dr. Shipani Clinic,"RQFX+GQP, Nazirpatty, Tarapur, Silchar, Assam 788001, India",24.82384520,92.79944090,dr-shipani-clinic,dr-shipani-clinic@example.com
Silchar Health Care,"Hailakandi Rd, opposite impulse diagnostic centre, Meherpur, Birbal Bazar, Silchar, Assam 788015, India",24.78855000,92.79464300,silchar-health-care,silchar-health-care@example.com
SHATAYU HEALTH PLUS,"Sahid Sunil Sarkar Ln, Ambicapatty, Silchar, Kanakpur Part-II, Assam 788005, India",24.81671170,92.79577980,shatayu-health-plus,shatayu-health-plus@example.com
"National Institute Of Medical Science, Silchar","1st Floor, Vijoyshree Complex, Lumding - Silchar Rd, Silchar, Assam 788001, India",24.83201470,92.80017220,national-institute-of-medical-science-silchar,national-institute-of-medical-science-silchar@example.com
Burrows Memorial Christian Hospital (BMCH) Alipur,"Burrows Memorial Christian Hospital, Monipur Pt II, Assam 788101, India",24.82552890,92.95021230,burrows-memorial-christian-hospital-bmch-alipur,burrows-memorial-christian-hospital-bmch-alipur@example.com
S R METRO,"NS Ave, next to BATA, Rangirkhari, Point, Silchar, Kanakpur Part-II, Assam 788005, India",24.81207660,92.79716470,s-r-metro,s-r-metro@example.com
Urban Primary Health Centre (Urban PHC),"Tarapur, Silchar, Assam 788003, India",24.83148100,92.79405640,urban-primary-health-centre-urban-phc,urban-primary-health-centre-urban-phc@example.com
Apollo Diagnostics Rongpur Centre,"House no-71, VIP road, opposite m/s Rumi Medicos, Rongpur, Silchar, Assam 788009, India",24.82982770,92.80807050,apollo-diagnostics-rongpur-centre,apollo-diagnostics-rongpur-centre@example.com
Niramoy Health Care,"SADARGHAT ROAD, Near Govt' Boys HS School-1,, Janiganj Rd, Tarapur, Silchar, Assam 788001, India",24.82792490,92.80347440,niramoy-health-care,niramoy-health-care@example.com
Suruchi Enterprise (ayurvedic doctors chamber ),"No. 4, Lane, 1st Link Rd, Birbal Bazar, Silchar, Kanakpur Part-II, Assam 788005, India",24.80398540,92.79736460,suruchi-enterprise-ayurvedic-doctors-chamber,suruchi-enterprise-ayurvedic-doctors-chamber@example.com
nursing home,"RRG2+7C9, Tula patty, Nazirpatty, Tarapur, Silchar, Assam 788001, India",24.82566300,92.80110080,nursing-home,nursing-home@example.com
Dr Azmal Hussain Mazumder,"Old Lakhipur Rd, Bilpar, Kanakpur, Silchar, Assam 788001, India",24.82050360,92.80449990,dr-azmal-hussain-mazumder,dr-azmal-hussain-mazumder@example.com
Labac Hospital,"R2V7+3RM, Unnamed Road, Laboc Grant, Assam 788102, India",24.84272150,93.01454410,labac-hospital,labac-hospital@example.com
Dr. Aparajeet Kar,"Green Park, Meherpur Rd, Durgapally, Birbal Bazar, Silchar, Assam 788015, India",24.78169310,92.79688930,dr-aparajeet-kar,dr-aparajeet-kar@example.com
Mediclinic Silchar,"Trunk Road, College, near Cachar, Silchar, Assam 788001, India",24.83170430,92.79976730,mediclinic-silchar,mediclinic-silchar@example.com
Cure Diagnostic Centre,"Meherpur Rd, opposite Green Park, SMCH ROAD, Silchar, Assam 788015, India",24.78233200,92.79577890,cure-diagnostic-centre,cure-diagnostic-centre@example.com
Qualicare Polyclinic,"adjacent Vivekananda Cooperative, beside NEINS, Meherpur, Birbal Bazar, Silchar, Assam 788015, India",24.79780850,92.79192630,qualicare-polyclinic,qualicare-polyclinic@example.com
Silchar Heart Care,"QQQV+PM2, Hailakandi Rd, Meherpur, Birbal Bazar, Silchar, Assam 788015, India",24.78928080,92.79420680,silchar-heart-care,silchar-heart-care@example.com
RP MEDICOS,"Khatal Rd, opposite Amar agency, Silchar, Assam 788015, India",24.80198910,92.78962850,rp-medicos,rp-medicos@example.com
Dorika Hospital,"NH715, Majgaon, Tezpur, Assam 784154, India",26.65217010,92.79051140,dorika-hospital,dorika-hospital@example.com
TIMeS Hospital,"Old N.T. Road, Deurigaon Opposite NRL Petrol Pump, Mission Chariali, Ketekibari, Tezpur, Assam 784001, India",26.65060170,92.77439190,times-hospital,times-hospital@example.com
Nemcare Hospital Tezpur Pvt. Ltd.,"Mahabhairab, Tezpur, Assam 784001, India",26.62215020,92.79494700,nemcare-hospital-tezpur-pvt-ltd,nemcare-hospital-tezpur-pvt-ltd@example.com
Baptist Christian Hospital,"Mission Chariali, Ketekibari, Tezpur, Assam 784001, India",26.65263120,92.77266260,baptist-christian-hospital,baptist-christian-hospital@example.com
Tezpur Medical College and Hospital,"Medical College, NH15, Tumuki, Tezpur, Assam 784153, India",26.68125020,92.65256580,tezpur-medical-college-and-hospital,tezpur-medical-college-and-hospital@example.com
B. K. Memorial Hospital,"Natunpara Rd, Mahabhairab, Tezpur, Assam 784001, India",26.62521990,92.80042660,b-k-memorial-hospital,b-k-memorial-hospital@example.com
Kanaklata Civil Hospital TEZPUR,"Kanaklata Civil hospital complex, Tezpur, Assam 784001, India",26.62885340,92.79692920,kanaklata-civil-hospital-tezpur,kanaklata-civil-hospital-tezpur@example.com
155 base hospital,"MQ4P+R35 Army Base Hospital, Patiachubri, Tezpur, Kumar Gaon, Assam 784501, India",26.65646950,92.78830340,155-base-hospital,155-base-hospital@example.com
EMM HOSPITAL & RESEARCH CENTER,"JQCW+WCF, Ranu Singh Road, Mahatma Gandhi Rd, behind Anwar Hall, Mahabhairab, Tezpur, Assam 784001, India",26.62212010,92.79540370,emm-hospital-research-center,emm-hospital-research-center@example.com
Ananta Memorial Hospital,"Murha Teteli, Bhairabpad, Tezpur, Assam 784001, India",26.63525810,92.78409640,ananta-memorial-hospital,ananta-memorial-hospital@example.com
Gogoi Nursing Home Complex,"Nikamul, NH715, Majgaon, Tezpur, Assam 784154, India",26.65221820,92.78957030,gogoi-nursing-home-complex,gogoi-nursing-home-complex@example.com
Orthocare Hospital Tezpur,"MG Enclave, Nikamul Chariali, Lokhra, Paruwa Chariali, Tezpur, Assam 784001, India",26.65138980,92.79615930,orthocare-hospital-tezpur,orthocare-hospital-tezpur@example.com
B-J Hospital,"Mission Chariali, Ketekibari, Tezpur, Kumar Gaon, Assam 784001, India",26.65947220,92.77139010,b-j-hospital,b-j-hospital@example.com
EMM Hospital,"JQCW+R5R, NB Rd, Mahabhairab, Tezpur, Assam 784001, India",26.62176450,92.79560040,emm-hospital,emm-hospital@example.com
Sukhada Hospital,"JQXR+Q8J, Majgaon, Tezpur, Assam 784001, India",26.64946120,92.79075500,sukhada-hospital,sukhada-hospital@example.com
NARAYANA HEALTH CARE SUPER SPECIALITY HOSPITAL,"Nirai ati road, Bihaguri, Tezpur, Assam 784010, India",26.68444920,92.65614830,narayana-health-care-super-speciality-hospital,narayana-health-care-super-speciality-hospital@example.com
"Tezpur Eye Hospital | Best Eye Hospital in Tezpur, Assam","off NH 37A, Mission Chariali, Ketekibari, Tezpur, Assam 784001, India",26.65228100,92.78385400,tezpur-eye-hospital-best-eye-hospital-in-tezpur-assam,tezpur-eye-hospital-best-eye-hospital-in-tezpur-assam@example.com
LGB Regional Institute of Mental Hospital,"JRH6+J77, Ex Police Line Rd, Mahabhairab, Tezpur, Assam 784001, India",26.62904320,92.81067910,lgb-regional-institute-of-mental-hospital,lgb-regional-institute-of-mental-hospital@example.com
Dr Mukul Goswami (ENT Specialists),"TIMeS Hospital, Ketekibari, Tezpur, Assam 784001, India",26.65046870,92.77435410,dr-mukul-goswami-ent-specialists,dr-mukul-goswami-ent-specialists@example.com
"ERC Eye Care Hub, Tezpur","MQ4F+4GQ, Mission Chariali, Ketekibari, Tezpur, Assam 784501, India",26.65495260,92.77313390,erc-eye-care-hub-tezpur,erc-eye-care-hub-tezpur@example.com
Precious fertility and IVF centre- branch of EMM HOSPITAL AND RESEARCH CENTRE,"Ranu Singh Road, behind Anwar Hall, Mahabhairab, Tezpur, Assam 784001, India",26.62191560,92.79583030,precious-fertility-and-ivf-centre-branch-of-emm-hospital-and-research-centre,precious-fertility-and-ivf-centre-branch-of-emm-hospital-and-research-centre@example.com
LGB Regional Institute of Mental Health,"JRG6+V93, Kalibari Main Road, Mahabhairab, Tezpur, Assam 784001, India",26.62697510,92.80973230,lgb-regional-institute-of-mental-health,lgb-regional-institute-of-mental-health@example.com
C.L.M. Chest Hospital Tezpur,"JQCG+2RF, Unnamed Road, Bhairabpad, Tezpur, Assam 784001, India",26.62005890,92.77703600,clm-chest-hospital-tezpur,clm-chest-hospital-tezpur@example.com
Skylark Hospital,"JQJW+4XF, Civil Hospital Road, Mahabhairab, Tezpur, Assam 784001, India",26.63031920,92.79739590,skylark-hospital,skylark-hospital@example.com
Shankara Cancer & Research Institute,"MQ2R+V6, Majgaon, Tezpur, Assam 784154, India",26.65218750,92.79056250,shankara-cancer-research-institute,shankara-cancer-research-institute@example.com
"Rupam Das Chamber,Tezpur","Mahabhairab, Tezpur, Assam 784001, India",26.62673080,92.79767960,rupam-das-chambertezpur,rupam-das-chambertezpur@example.com
Dr. Satyajit Borah,"behind Rupam Petroleum, Basantipur, Tezpur, Assam 784001, India",26.63917210,92.78336280,dr-satyajit-borah,dr-satyajit-borah@example.com
Dr Kishore Chakravarty,"JQHQ+8VH, Kamarchuburi, Tezpur, Assam 784001, India",26.62831490,92.78974460,dr-kishore-chakravarty,dr-kishore-chakravarty@example.com
Army Base Hospital,"MQ4P+5W4, Patiachubri, Tezpur, Assam 784501, India",26.65539690,92.78731760,army-base-hospital,army-base-hospital@example.com
Nagaon DBM Hospital & Research Institute,"Medical Road, Haibargaon, Daccapatty, Nagaon, Assam 782001, India",26.34482310,92.68841960,nagaon-dbm-hospital-research-institute,nagaon-dbm-hospital-research-institute@example.com
Dew Care Hospital & Research Centre,"Dhing Rd, Haibargaon, Nagaon, Kawaimari, Assam 782003, India",26.35641210,92.66435530,dew-care-hospital-research-centre,dew-care-hospital-research-centre@example.com
G. D Hospital & Research Centre.,"8MXC+9R8, Haibargaon, Khutikatia, Nagaon, Assam 782002, India",26.34805080,92.67255220,g-d-hospital-research-centre,g-d-hospital-research-centre@example.com
NIDAN HOSPITAL NAGAON ( নিদান হস্পিতাল নগাঁও ),"A. T. Road, near All India Radio center, Khutikatia, Sensuwa, Assam 782002, India",26.33443460,92.66223860,nidan-hospital-nagaon,nidan-hospital-nagaon@example.com
Trinayan Health Care And Research Centre,"ADP Rd, Christianpatty, Palashani, Nagaon, Assam 782001, India",26.35044470,92.68874590,trinayan-health-care-and-research-centre,trinayan-health-care-and-research-centre@example.com
"Metro Hospital & Research Center, Nagaon","Simaluguri, Assam 782002, India",26.35842610,92.65029560,metro-hospital-research-center-nagaon,metro-hospital-research-center-nagaon@example.com
"Bhogeswari Phukanani Civil Hospital, Nagaon","bp civil hospital, Haibargaon, Daccapatty, Nagaon, Assam 782001, India",26.34491520,92.68945570,bhogeswari-phukanani-civil-hospital-nagaon,bhogeswari-phukanani-civil-hospital-nagaon@example.com
ADITYA HOSPITAL(আদিত্য হস্পিতাল),"Lawkhuwa Road, Diphalu, Nagaon, Assam 782003, India",26.36617850,92.70461550,aditya-hospital,aditya-hospital@example.com
Mercy Hospital,"Islampatty, Haibargaon, Nagaon, Assam 782002, India",26.34745950,92.66355820,mercy-hospital,mercy-hospital@example.com
Health planet hospital ( A multispeciality & superspeciality Hospital),"Dhing gate, Dhing Rd, near flyover, near Dhing Gate Fly Over, Haibargaon, Nagaon, Assam 782002, India",26.35438840,92.66872260,health-planet-hospital-a-multispeciality-superspeciality-hospital,health-planet-hospital-a-multispeciality-superspeciality-hospital@example.com
Nagaon Nursing & Maternity Home,"No 2, Mullapatty, Haibargaon, Nagaon, Assam 782002, India",26.34894660,92.66774330,nagaon-nursing-maternity-home,nagaon-nursing-maternity-home@example.com
A J Hospital and Research Center,"8MWV+75R, MD Rd, Morikolong, Nagaon, Assam 782001, India",26.34574750,92.69289090,a-j-hospital-and-research-center,a-j-hospital-and-research-center@example.com
"ERC Eye Care Hub Hospital, Nagaon","Panigaon, Nagaon, Assam 782001, India",26.35056600,92.70900140,erc-eye-care-hub-hospital-nagaon,erc-eye-care-hub-hospital-nagaon@example.com
Kapili Hospital and Research Centre,"9P25+QCF, Netaji Rd, Panigaon, Nagaon, Assam 782003, India",26.35197960,92.70855340,kapili-hospital-and-research-centre,kapili-hospital-and-research-centre@example.com
Free Dialysis center,"N, Fakharuddin Ali Ahmed Rd, Haibargaon, Daccapatty, Nagaon, Assam 782001, India",26.34478970,92.69071160,free-dialysis-center,free-dialysis-center@example.com
ECHS Polyclinic (Army Hospital),"8MMX+8F3, Bengena Ati, Nagaon, Assam 782001, India",26.33326250,92.69867190,echs-polyclinic-army-hospital,echs-polyclinic-army-hospital@example.com
G.D. Nursing Home & Research Centre,"Ward No, 10, Bhola Baruah Rd, Nagaon, Assam 782001, India",26.35435270,92.68695710,gd-nursing-home-research-centre,gd-nursing-home-research-centre@example.com
Nagaon Police Hospital,"8MVM+J3R, Haibargaon, Fauzdaripatty, Nagaon, Assam 782003, India",26.34410130,92.68264820,nagaon-police-hospital,nagaon-police-hospital@example.com
গোহাঁই নাৰ্চিং হোম,"B.N.Mahanta Road, E Amolapatty, Nagaon, Assam 782001, India",26.35634860,92.68860990,1,1@example.com
Raahat Hospital and Research Centre,"9J8M+72F, Dhing Rd, Haibargaon, Shillongoni, Nagaon, Assam 782002, India",26.36568650,92.63255330,raahat-hospital-and-research-centre,raahat-hospital-and-research-centre@example.com
MSN CATARACT AND IOL HOSPITAL,"9M3R+99M, Tilak Deka Rd, Kenyapatty, Nagaon, Assam 782001, India",26.35346150,92.69091660,msn-cataract-and-iol-hospital,msn-cataract-and-iol-hospital@example.com
Haibargaon Nursing Home,"9M6M+MJX, Nagaon, Assam 782002, India",26.36174890,92.68410920,haibargaon-nursing-home,haibargaon-nursing-home@example.com
Dhing FRU Hospital,"FF4P+78X, Dhing, Assam 782123, India",26.45572840,92.48585660,dhing-fru-hospital,dhing-fru-hospital@example.com
Dagaon BPHC,"CJQ6+CF3, Da-Gaon, Assam 782124, India",26.43851230,92.61118080,dagaon-bphc,dagaon-bphc@example.com
BKB MEDICAL,"8MWQ+4GR, Haibargaon, Daccapatty, Nagaon, Assam 782001, India",26.34537230,92.68876730,bkb-medical,bkb-medical@example.com
City Hospital & Research Centre,"GNB Rd, Tinsukia, Assam 786125, India",27.48655800,95.35194000,city-hospital-research-centre,city-hospital-research-centre@example.com
Tinsukia Medical College & Hospital,"FCG8+CW3, Luhari Bongali Gaon, Assam 786146, India",27.47600520,95.41728910,tinsukia-medical-college-hospital,tinsukia-medical-college-hospital@example.com
Pinewood Hospital,"17, Subachani Rd, Tinsukia, Assam 786125, India",27.49697150,95.35165410,pinewood-hospital,pinewood-hospital@example.com
Tinsukia Civil Hospital,"Unnamed Road, Sector 1, Bordoloi Nagar, Tinsukia, Assam 786125, India",27.49844590,95.35874080,tinsukia-civil-hospital,tinsukia-civil-hospital@example.com
Life Line Hospital,"ATC Mall, GNB Rd, opposite to Tinsukia, Senairam Bazar, Tinsukia, Assam 786125, India",27.49260870,95.36099750,life-line-hospital1,life-line-hospital1@example.com
R.C. Agarwal Memorial Hospital,"Tinsukia, Assam 786125, India",27.48586410,95.38001030,rc-agarwal-memorial-hospital,rc-agarwal-memorial-hospital@example.com
Swastik Nursing Home,"F9J8+VFW Swastik Nursing Home, Jyoti Nagar, Tinsukia, Assam 786125, India",27.48128030,95.36581050,swastik-nursing-home,swastik-nursing-home@example.com
"Apollo Clinic , Tinsukia","Nilima Apartment, Rangagora Rd, opposite hotel jyoti, Tinsukia, Assam 786125, India",27.49329670,95.34934390,apollo-clinic-tinsukia,apollo-clinic-tinsukia@example.com
St Luke's Hospital,"Rangpuria, Near St Lukes Hospital, Tinsukia, Assam 786192, India",27.46496390,95.36203690,st-lukes-hospital,st-lukes-hospital@example.com
ESIC HOSPITAL,"F9X4+QP9, Bylane 2, Sector 2, Bordoloi Nagar, Tinsukia, Assam 786125, India",27.49940600,95.35684930,esic-hospital,esic-hospital@example.com
Biroja Hospital,"F9R2+GJ9, Durgabari, Tinsukia, Assam 786125, India",27.49129590,95.35160910,biroja-hospital,biroja-hospital@example.com
Aditya Diagnostics and Hospital,"F8VX+HJ8, Rangagora Rd, near City Life Shop, Tinsukia, Assam 786125, India",27.49422290,95.34850660,aditya-diagnostics-and-hospital,aditya-diagnostics-and-hospital@example.com
Assam Healthcare,"Rangagora Rd, opposite of Women's College, Durgabari, Tinsukia, Assam 786125, India",27.49136120,95.35136430,assam-healthcare,assam-healthcare@example.com
Borthakur Nursing Home and Research Centre in Tinsukia,"G936+9FV, Gelapukhuri Rd, Tinsukia, Assam 786125, India",27.50347950,95.36116850,borthakur-nursing-home-and-research-centre-in-tinsukia,borthakur-nursing-home-and-research-centre-in-tinsukia@example.com
city hospital,"F9R2+5RV, Panitola-Dinjan-Tinsukia Rd, Tinsukia, Assam 786125, India",27.49048450,95.35205940,city-hospital,city-hospital@example.com
C.B.Hospital,"F9X5+79P, Subachani Rd, Tinsukia, Assam 786125, India",27.49820150,95.35843890,cbhospital,cbhospital@example.com
Dey's Nursing Clinic,"Borpathar, S Dohatia Rd, Tinsukia, Assam 786125, India",27.48854910,95.34727400,deys-nursing-clinic,deys-nursing-clinic@example.com
ECHS POLYCLINIC TINSUKIA,"Assam Trunk Rd, Laipuli, Tinsukia, Assam 786125, India",27.47718890,95.31264060,echs-polyclinic-tinsukia,echs-polyclinic-tinsukia@example.com
"Civil Hospital New Complex, Tinsukia","F9X5+HCJ, Sector 1, Bordoloi Nagar, Tinsukia, Assam 786125, India",27.49896500,95.35847970,civil-hospital-new-complex-tinsukia,civil-hospital-new-complex-tinsukia@example.com
Karimganj Civil Hospital,"V996+5XQ, Hospital Rd, Karimganj, Assam 788710, India",24.86797020,92.36249380,karimganj-civil-hospital,karimganj-civil-hospital@example.com
"Red Cross Hospital, Sribhumi","V995+Q92, Karimganj Town, Karimganj, Assam 788710, India",24.86939350,92.35840130,red-cross-hospital-sribhumi,red-cross-hospital-sribhumi@example.com
Makunda Christian Leprosy and General Hospital,"C8JJ+R74, Bazaricherra, Karimganj, Assam 788727, India",24.43201970,92.33068940,makunda-christian-leprosy-and-general-hospital,makunda-christian-leprosy-and-general-hospital@example.com
IMS Hospital,"V9C5+GX7, Shahid Sarani, Settlement Road, Assam 788710, India",24.87128250,92.35992030,ims-hospital,ims-hospital@example.com
New Life Line Hospital,"Patharkandi Road, Kanishail, Banamali Pt I, Assam 788710, India",24.85729870,92.36901980,new-life-line-hospital,new-life-line-hospital@example.com
North SHRIBHUMI New Hospital,"V996+5XQ, Hospital Rd, Karimganj, Assam 788710, India",24.86796050,92.36251520,north-shribhumi-new-hospital,north-shribhumi-new-hospital@example.com
ILAAJ POLYCLINIC,"Ward No. 2, Maizdihi, Karimganj, Assam 788712, India",24.86529190,92.34241010,ilaaj-polyclinic,ilaaj-polyclinic@example.com
Nilambazar Hospital,"Jatrapur, Nilambazar, Assam 788722, India",24.74496930,92.34998320,nilambazar-hospital,nilambazar-hospital@example.com
Health Point,"Kabita Complex, Lokkhi Bazar Rd, Karimganj, Assam 788710, India",24.87188090,92.35564150,health-point,health-point@example.com
ASHIRWAD HOSPITAL & RESEARCH CENTRE,"V969+RQF, Station Rd, Karimganj, Assam 788710, India",24.86207210,92.36941410,ashirwad-hospital-research-centre,ashirwad-hospital-research-centre@example.com
Pragati Hospital and Research Centre,"NH 37, Jengonikatia, Sivasagar, Assam 785640, India",26.99779130,94.61926110,pragati-hospital-and-research-centre,pragati-hospital-and-research-centre@example.com
East Point Hospital & Research Centre,"XMP2+77W, BG Rd, Sivasagar, Assam 785640, India",26.98573630,94.65069530,east-point-hospital-research-centre,east-point-hospital-research-centre@example.com
